lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,62.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,33.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,63.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,30.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,4.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,1.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,60.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,34.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,1.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,2.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,67.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,29.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,2.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,61.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,35.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,2.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,63.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,31.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,1.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,55.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,36.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,5.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,2.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,1.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,60.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,33.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,5.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,59.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,37.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,63.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,31.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,4.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,61.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,35.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,66.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,31.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,1.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,64.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,33.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,2.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,55.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,42.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,64.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,31.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,2.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,69.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,29.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,2.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,71.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,24.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,2.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,1.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,1.0
Totalmente de acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,65.0
De acuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,31.0
Ni de acuerdo ni en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,3.0
En desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0.0
Totalmente en desacuerdo,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0.0
NO SABE/NO RESPONDE,relogro,"A través de la información que recibo, considero que el personal reconoce los logros de los niños(as)",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,59.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,34.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,4.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,59.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,34.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,5.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,62.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,30.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,2.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,2.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,1.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,3.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,67.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,30.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,1.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,0.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,59.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,28.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,8.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,5.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,53.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,36.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,5.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,4.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,65.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,30.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,3.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,0.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,1.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,63.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,33.0
